"","symbol_hs","symbol_mm","symbol_hs_mm"
"4798","UBE2J1","Ube2j1","UBE2J1_Ube2j1"
"4799","RRAGD","Rragd","RRAGD_Rragd"
"4800","ANKRD6","Ankrd6","ANKRD6_Ankrd6"
"4801","LYRM2","Lyrm2","LYRM2_Lyrm2"
"4802","MDN1","Mdn1","MDN1_Mdn1"
"4803","CASP8AP2","Casp8ap2","CASP8AP2_Casp8ap2"
"4804","BACH2","Bach2","BACH2_Bach2"
"4805","MAP3K7","Map3k7","MAP3K7_Map3k7"
"4806","EPHA7","Epha7","EPHA7_Epha7"
"4807","MANEA","Manea","MANEA_Manea"
"4808","UFL1","Ufl1","UFL1_Ufl1"
"4809","FHL5","Fhl5","FHL5_Fhl5"
"4810","GPR63","Gpr63","GPR63_Gpr63"
"4811","NDUFAF4","Ndufaf4","NDUFAF4_Ndufaf4"
"4812","KLHL32","Klhl32","KLHL32_Klhl32"
"4813","MMS22L","Mms22l","MMS22L_Mms22l"
"4814","FBXL4","Fbxl4","FBXL4_Fbxl4"
"4815","FAXC","Faxc","FAXC_Faxc"
"4816","COQ3","Coq3","COQ3_Coq3"
"4817","PNISR","Pnisr","PNISR_Pnisr"
"4818","USP45","Usp45","USP45_Usp45"
"4819","CCNC","Ccnc","CCNC_Ccnc"
"4820","ASCC3","Ascc3","ASCC3_Ascc3"
"4821","GRIK2","Grik2","GRIK2_Grik2"
"4822","HACE1","Hace1","HACE1_Hace1"
"4823","BVES","Bves","BVES_Bves"
"4824","POPDC3","Popdc3","POPDC3_Popdc3"
"4825","PREP","Prep","PREP_Prep"
"4826","PRDM1","Prdm1","PRDM1_Prdm1"
"4827","ATG5","Atg5","ATG5_Atg5"
"4828","CRYBG1","Crybg1","CRYBG1_Crybg1"
"4829","RTN4IP1","Rtn4ip1","RTN4IP1_Rtn4ip1"
"4830","QRSL1","Qrsl1","QRSL1_Qrsl1"
"4831","CD24","Cd24a","CD24_Cd24a"
"4832","MTRES1","Mtres1","MTRES1_Mtres1"
"4833","BEND3","Bend3","BEND3_Bend3"
"4834","PDSS2","Pdss2","PDSS2_Pdss2"
"4835","SOBP","Sobp","SOBP_Sobp"
"4836","SCML4","Scml4","SCML4_Scml4"
"4837","SEC63","Sec63","SEC63_Sec63"
"4838","OSTM1","Ostm1","OSTM1_Ostm1"
"4839","SNX3","Snx3","SNX3_Snx3"
"4840","AFG1L","Afg1l","AFG1L_Afg1l"
"4841","FOXO3","Foxo3","FOXO3_Foxo3"
"4842","ARMC2","Armc2","ARMC2_Armc2"
"4843","SESN1","Sesn1","SESN1_Sesn1"
"4844","CEP57L1","Cep57l1","CEP57L1_Cep57l1"
"4845","CD164","Cd164","CD164_Cd164"
"4846","PPIL6","Ppil6","PPIL6_Ppil6"
"4847","SMPD2","Smpd2","SMPD2_Smpd2"
"4848","MICAL1","Mical1","MICAL1_Mical1"
"4849","ZBTB24","Zbtb24","ZBTB24_Zbtb24"
"4850","AK9","Ak9","AK9_Ak9"
"4851","FIG4","Fig4","FIG4_Fig4"
"4852","WASF1","Wasf1","WASF1_Wasf1"
"4853","CDC40","Cdc40","CDC40_Cdc40"
"4854","DDO","Ddo","DDO_Ddo"
"4855","SLC22A16","Slc22a16","SLC22A16_Slc22a16"
"4856","CDK19","Cdk19","CDK19_Cdk19"
"4857","GTF3C6","Gtf3c6","GTF3C6_Gtf3c6"
"4858","RPF2","Rpf2","RPF2_Rpf2"
"4859","SLC16A10","Slc16a10","SLC16A10_Slc16a10"
"4860","REV3L","Rev3l","REV3L_Rev3l"
"4861","TRAF3IP2","Traf3ip2","TRAF3IP2_Traf3ip2"
"4862","FYN","Fyn","FYN_Fyn"
"4863","TUBE1","Tube1","TUBE1_Tube1"
"4864","FAM229B","Fam229b","FAM229B_Fam229b"
"4865","LAMA4","Lama4","LAMA4_Lama4"
"4866","MARCKS","Marcks","MARCKS_Marcks"
"4867","HDAC2","Hdac2","HDAC2_Hdac2"
"4868","FRK","Frk","FRK_Frk"
"4869","NT5DC1","Nt5dc1","NT5DC1_Nt5dc1"
"4870","TSPYL4","Tspyl4","TSPYL4_Tspyl4"
"4871","DSE","Dse","DSE_Dse"
"4872","TSPYL1","Tspyl1","TSPYL1_Tspyl1"
"4873","CALHM6","Calhm6","CALHM6_Calhm6"
"4874","TRAPPC3L","Trappc3l","TRAPPC3L_Trappc3l"
"4875","CALHM5","Calhm5","CALHM5_Calhm5"
"4876","RWDD1","Rwdd1","RWDD1_Rwdd1"
"4877","RSPH4A","Rsph4a","RSPH4A_Rsph4a"
"4878","ZUP1","Zup1","ZUP1_Zup1"
"4879","FAM162B","Fam162b","FAM162B_Fam162b"
"4880","ROS1","Ros1","ROS1_Ros1"
"4881","DCBLD1","Dcbld1","DCBLD1_Dcbld1"
"4882","GOPC","Gopc","GOPC_Gopc"
"4883","NUS1","Nus1","NUS1_Nus1"
"4884","SLC35F1","Slc35f1","SLC35F1_Slc35f1"
"4885","CEP85L","Cep85l","CEP85L_Cep85l"
"4886","PLN","Pln","PLN_Pln"
"4887","MCM9","Mcm9","MCM9_Mcm9"
"4888","ASF1A","Asf1a","ASF1A_Asf1a"
"4889","FAM184A","Fam184a","FAM184A_Fam184a"
"4890","MAN1A1","Man1a","MAN1A1_Man1a"
"4891","TBC1D32","Tbc1d32","TBC1D32_Tbc1d32"
"4892","GJA1","Gja6","GJA1_Gja6"
"4893","HSF2","Hsf2","HSF2_Hsf2"
"4894","SERINC1","Serinc1","SERINC1_Serinc1"
"4895","PKIB","Pkib","PKIB_Pkib"
"4896","SMPDL3A","Smpdl3a","SMPDL3A_Smpdl3a"
"4897","RNF217","Rnf217","RNF217_Rnf217"
"4898","TPD52L1","Tpd52l1","TPD52L1_Tpd52l1"
"4899","HDDC2","Hddc2","HDDC2_Hddc2"
"4900","HEY2","Hey2","HEY2_Hey2"
"4901","NCOA7","Ncoa7","NCOA7_Ncoa7"
"4902","HINT3","Hint3","HINT3_Hint3"
"4903","TRMT11","Trmt11","TRMT11_Trmt11"
"4904","CENPW","Cenpw","CENPW_Cenpw"
"4905","RSPO3","Rspo3","RSPO3_Rspo3"
"4906","RNF146","Rnf146","RNF146_Rnf146"
"4907","ECHDC1","Echdc1","ECHDC1_Echdc1"
"4908","KIAA0408","9330159F19Rik","KIAA0408_9330159F19Rik"
"4909","SOGA3","Soga3","SOGA3_Soga3"
"4910","THEMIS","Themis","THEMIS_Themis"
"4911","PTPRK","Ptprk","PTPRK_Ptprk"
"4912","LAMA2","Lama2","LAMA2_Lama2"
"4913","ARHGAP18","Arhgap18","ARHGAP18_Arhgap18"
"4914","L3MBTL3","L3mbtl3","L3MBTL3_L3mbtl3"
"4915","SAMD3","Samd3","SAMD3_Samd3"
"4916","TMEM200A","Tmem200a","TMEM200A_Tmem200a"
"4917","EPB41L2","Epb41l2","EPB41L2_Epb41l2"
"4918","AKAP7","Akap7","AKAP7_Akap7"
"4919","ARG1","Arg1","ARG1_Arg1"
"4920","MED23","Med23","MED23_Med23"
"4921","ENPP3","Enpp3","ENPP3_Enpp3"
"4922","ENPP1","Enpp1","ENPP1_Enpp1"
"4923","CCN2","Ccn2","CCN2_Ccn2"
"4924","MOXD1","Moxd1","MOXD1_Moxd1"
"4925","STX7","Stx7","STX7_Stx7"
"4926","VNN1","Vnn1","VNN1_Vnn1"
"4927","SLC18B1","Slc18b1","SLC18B1_Slc18b1"
"4928","EYA4","Eya4","EYA4_Eya4"
"4929","TCF21","Tcf21","TCF21_Tcf21"
"4930","TBPL1","Tbpl1","TBPL1_Tbpl1"
"4931","SLC2A12","Slc2a12","SLC2A12_Slc2a12"
"4932","SGK1","Sgk1","SGK1_Sgk1"
"4933","ALDH8A1","Aldh8a1","ALDH8A1_Aldh8a1"
"4934","HBS1L","Hbs1l","HBS1L_Hbs1l"
"4935","MYB","Myb","MYB_Myb"
"4936","AHI1","Ahi1","AHI1_Ahi1"
"4937","PDE7B","Pde7b","PDE7B_Pde7b"
"4938","MTFR2","Mtfr2","MTFR2_Mtfr2"
"4939","BCLAF1","Bclaf1","BCLAF1_Bclaf1"
"4940","MAP7","Map7","MAP7_Map7"
"4941","MAP3K5","Map3k5","MAP3K5_Map3k5"
"4942","PEX7","Pex7","PEX7_Pex7"
"4943","IL20RA","Il20ra","IL20RA_Il20ra"
"4944","IFNGR1","Ifngr1","IFNGR1_Ifngr1"
"4945","TNFAIP3","Tnfaip3","TNFAIP3_Tnfaip3"
"4946","PERP","Perp","PERP_Perp"
"4947","ARFGEF3","Arfgef3","ARFGEF3_Arfgef3"
"4948","HEBP2","Hebp2","HEBP2_Hebp2"
"4949","NHSL1","Nhsl1","NHSL1_Nhsl1"
"4950","CCDC28A","Ccdc28a","CCDC28A_Ccdc28a"
"4951","ECT2L","Ect2l","ECT2L_Ect2l"
"4952","REPS1","Reps1","REPS1_Reps1"
"4953","ABRACL","Abracl","ABRACL_Abracl"
"4954","HECA","Heca","HECA_Heca"
"4955","TXLNB","Txlnb","TXLNB_Txlnb"
"4956","CITED2","Cited2","CITED2_Cited2"
"4957","VTA1","Vta1","VTA1_Vta1"
"4958","ADGRG6","Adgrg6","ADGRG6_Adgrg6"
"4959","HIVEP2","Hivep2","HIVEP2_Hivep2"
"4960","AIG1","Aig1","AIG1_Aig1"
"4961","ADAT2","Adat2","ADAT2_Adat2"
"4962","PEX3","Pex3","PEX3_Pex3"
"4963","FUCA2","Fuca2","FUCA2_Fuca2"
"4964","PHACTR2","Phactr2","PHACTR2_Phactr2"
"4965","LTV1","Ltv1","LTV1_Ltv1"
"4966","PLAGL1","Plagl1","PLAGL1_Plagl1"
"4967","SF3B5","Sf3b5","SF3B5_Sf3b5"
"4968","STX11","Stx11","STX11_Stx11"
"4969","UTRN","Utrn","UTRN_Utrn"
"4970","EPM2A","Epm2a","EPM2A_Epm2a"
"4971","FBXO30","Fbxo30","FBXO30_Fbxo30"
"4972","SHPRH","Shprh","SHPRH_Shprh"
"4973","ADGB","Adgb","ADGB_Adgb"
"4974","STXBP5","Stxbp5","STXBP5_Stxbp5"
"4975","SAMD5","Samd5","SAMD5_Samd5"
"4976","SASH1","Sash1","SASH1_Sash1"
"4977","UST","Ust","UST_Ust"
"4978","TAB2","Tab2","TAB2_Tab2"
"4979","ZC3H12D","Zc3h12d","ZC3H12D_Zc3h12d"
"4980","PPIL4","Ppil4","PPIL4_Ppil4"
"4981","GINM1","Ginm1","GINM1_Ginm1"
"4982","KATNA1","Katna1","KATNA1_Katna1"
"4983","LATS1","Lats1","LATS1_Lats1"
"4984","NUP43","Nup43","NUP43_Nup43"
"4985","PCMT1","Pcmt1","PCMT1_Pcmt1"
"4986","LRP11","Lrp11","LRP11_Lrp11"
"4987","PPP1R14C","Ppp1r14c","PPP1R14C_Ppp1r14c"
"4988","IYD","Iyd","IYD_Iyd"
"4989","PLEKHG1","Plekhg1","PLEKHG1_Plekhg1"
"4990","MTHFD1L","Mthfd1l","MTHFD1L_Mthfd1l"
"4991","AKAP12","Akap12","AKAP12_Akap12"
"4992","ZBTB2","Zbtb2","ZBTB2_Zbtb2"
"4993","RMND1","Rmnd1","RMND1_Rmnd1"
"4994","ARMT1","Armt1","ARMT1_Armt1"
"4995","CCDC170","Ccdc170","CCDC170_Ccdc170"
"4996","ESR1","Esr1","ESR1_Esr1"
"4997","SYNE1","Syne1","SYNE1_Syne1"
"4998","MYCT1","Myct1","MYCT1_Myct1"
"4999","VIP","Vip","VIP_Vip"
"5000","FBXO5","Fbxo5","FBXO5_Fbxo5"
"5001","MTRF1L","Mtrf1l","MTRF1L_Mtrf1l"
"5002","RGS17","Rgs17","RGS17_Rgs17"
"5003","IPCEF1","Ipcef1","IPCEF1_Ipcef1"
"5004","CNKSR3","Cnksr3","CNKSR3_Cnksr3"
"5005","SCAF8","Scaf8","SCAF8_Scaf8"
"5006","TIAM2","Tiam2","TIAM2_Tiam2"
"5007","TFB1M","Tfb1m","TFB1M_Tfb1m"
"5008","ARID1B","Arid1b","ARID1B_Arid1b"
"5009","TMEM242","Tmem242","TMEM242_Tmem242"
"5010","ZDHHC14","Zdhhc14","ZDHHC14_Zdhhc14"
"5011","SNX9","Snx9","SNX9_Snx9"
"5012","SYNJ2","Synj2","SYNJ2_Synj2"
"5013","SERAC1","Serac1","SERAC1_Serac1"
"5014","GTF2H5","Gtf2h5","GTF2H5_Gtf2h5"
"5015","TULP4","Tulp4","TULP4_Tulp4"
"5016","TMEM181","Tmem181a","TMEM181_Tmem181a"
"5017","SYTL3","Sytl3","SYTL3_Sytl3"
"5018","EZR","Ezr","EZR_Ezr"
"5019","FNDC1","Fndc1","FNDC1_Fndc1"
"5020","SOD2","Sod2","SOD2_Sod2"
"5021","WTAP","Wtap","WTAP_Wtap"
"5022","TCP1","Tcp1","TCP1_Tcp1"
"5023","MRPL18","Mrpl18","MRPL18_Mrpl18"
"5024","PNLDC1","Pnldc1","PNLDC1_Pnldc1"
"5025","IGF2R","Igf2r","IGF2R_Igf2r"
"5026","SLC22A1","Slc22a1","SLC22A1_Slc22a1"
"5027","SLC22A3","Slc22a3","SLC22A3_Slc22a3"
"5028","MAP3K4","Map3k4","MAP3K4_Map3k4"
"5029","AGPAT4","Agpat4","AGPAT4_Agpat4"
"5030","PRKN","Prkn","PRKN_Prkn"
"5031","PACRG","Pacrg","PACRG_Pacrg"
"5032","QKI","Qki","QKI_Qki"
"5033","C6orf118","1700010I14Rik","C6orf118_1700010I14Rik"
"5034","PDE10A","Pde10a","PDE10A_Pde10a"
"5035","PRR18","Prr18","PRR18_Prr18"
"5036","MPC1","Mpc1","MPC1_Mpc1"
"5037","CCR6","Ccr6","CCR6_Ccr6"
"5038","AFDN","Afdn","AFDN_Afdn"
"5039","DACT2","Dact2","DACT2_Dact2"
"5040","SMOC2","Smoc2","SMOC2_Smoc2"
"5041","THBS2","Thbs2","THBS2_Thbs2"
"5042","WDR27","Wdr27","WDR27_Wdr27"
"5043","C6orf120","1600012H06Rik","C6orf120_1600012H06Rik"
"5044","PHF10","Phf10","PHF10_Phf10"
"5045","DLL1","Dll1","DLL1_Dll1"
"5046","FAM120B","Fam120b","FAM120B_Fam120b"
"5047","PSMB1","Psmb1","PSMB1_Psmb1"
"5048","TBP","Tbp","TBP_Tbp"
"5049","PDCD2","Pdcd2","PDCD2_Pdcd2"
"5050","FAM20C","Fam20c","FAM20C_Fam20c"
"5051","PDGFA","Pdgfa","PDGFA_Pdgfa"
"5052","PRKAR1B","Prkar1b","PRKAR1B_Prkar1b"
"5053","DNAAF5","Dnaaf5","DNAAF5_Dnaaf5"
"5054","SUN1","Sun1","SUN1_Sun1"
"5055","GET4","Get4","GET4_Get4"
"5056","ADAP1","Adap1","ADAP1_Adap1"
"5057","COX19","Cox19","COX19_Cox19"
"5058","C7orf50","3110082I17Rik","C7orf50_3110082I17Rik"
"5059","GPR146","Gpr146","GPR146_Gpr146"
"5060","GPER1","Gper1","GPER1_Gper1"
"5061","ZFAND2A","Zfand2a","ZFAND2A_Zfand2a"
"5062","MICALL2","Micall2","MICALL2_Micall2"
"5063","INTS1","Ints1","INTS1_Ints1"
"5064","MAFK","Mafk","MAFK_Mafk"
"5065","TMEM184A","Tmem184a","TMEM184A_Tmem184a"
"5066","PSMG3","Psmg3","PSMG3_Psmg3"
"5067","ELFN1","Elfn1","ELFN1_Elfn1"
"5068","MAD1L1","Mad1l1","MAD1L1_Mad1l1"
"5069","MRM2","Mrm2","MRM2_Mrm2"
"5070","NUDT1","Nudt1","NUDT1_Nudt1"
"5071","SNX8","Snx8","SNX8_Snx8"
"5072","EIF3B","Eif3b","EIF3B_Eif3b"
"5073","CHST12","Chst12","CHST12_Chst12"
"5074","LFNG","Lfng","LFNG_Lfng"
"5075","BRAT1","Brat1","BRAT1_Brat1"
"5076","TTYH3","Ttyh3","TTYH3_Ttyh3"
"5077","AMZ1","Amz1","AMZ1_Amz1"
"5078","GNA12","Gna12","GNA12_Gna12"
"5079","CARD11","Card11","CARD11_Card11"
"5080","SDK1","Sdk1","SDK1_Sdk1"
"5081","FOXK1","Foxk1","FOXK1_Foxk1"
"5082","AP5Z1","Ap5z1","AP5Z1_Ap5z1"
"5083","RADIL","Radil","RADIL_Radil"
"5084","RBAK","Rbak","RBAK_Rbak"
"5085","WIPI2","Wipi2","WIPI2_Wipi2"
"5086","SLC29A4","Slc29a4","SLC29A4_Slc29a4"
"5087","TNRC18","Tnrc18","TNRC18_Tnrc18"
"5088","FBXL18","Fbxl18","FBXL18_Fbxl18"
"5089","ACTB","Actb","ACTB_Actb"
"5090","FSCN1","Fscn1","FSCN1_Fscn1"
"5091","RNF216","Rnf216","RNF216_Rnf216"
"5092","PMS2","Pms2","PMS2_Pms2"
"5093","AIMP2","Aimp2","AIMP2_Aimp2"
"5094","EIF2AK1","Eif2ak1","EIF2AK1_Eif2ak1"
"5095","USP42","Usp42","USP42_Usp42"
"5096","CYTH3","Cyth3","CYTH3_Cyth3"
"5097","DAGLB","Daglb","DAGLB_Daglb"
"5098","KDELR2","Kdelr2","KDELR2_Kdelr2"
"5099","ZDHHC4","Zdhhc4","ZDHHC4_Zdhhc4"
"5100","C7orf26","Ents15","C7orf26_Ents15"
"5101","ZNF853","Zfp853","ZNF853_Zfp853"
"5102","ZNF316","Zfp316","ZNF316_Zfp316"
"5103","ZNF12","Zfp12","ZNF12_Zfp12"
"5104","C1GALT1","C1galt1","C1GALT1_C1galt1"
"5105","COL28A1","Col28a1","COL28A1_Col28a1"
"5106","MIOS","Mios","MIOS_Mios"
"5107","RPA3","Rpa3","RPA3_Rpa3"
"5108","UMAD1","Umad1","UMAD1_Umad1"
"5109","GLCCI1","Glcci1","GLCCI1_Glcci1"
"5110","ICA1","Ica1","ICA1_Ica1"
"5111","NDUFA4","Ndufa4","NDUFA4_Ndufa4"
"5112","PHF14","Phf14","PHF14_Phf14"
"5113","THSD7A","Thsd7a","THSD7A_Thsd7a"
"5114","TMEM106B","Tmem106b","TMEM106B_Tmem106b"
"5115","SCIN","Scin","SCIN_Scin"
"5116","ARL4A","Arl4a","ARL4A_Arl4a"
"5117","ETV1","Etv1","ETV1_Etv1"
"5118","AGMO","Agmo","AGMO_Agmo"
"5119","MEOX2","Meox2","MEOX2_Meox2"
"5120","CRPPA","Crppa","CRPPA_Crppa"
"5121","SOSTDC1","Sostdc1","SOSTDC1_Sostdc1"
"5122","ANKMY2","Ankmy2","ANKMY2_Ankmy2"
"5123","BZW2","Bzw2","BZW2_Bzw2"
"5124","TSPAN13","Tspan13","TSPAN13_Tspan13"
"5125","AGR2","Agr2","AGR2_Agr2"
"5126","AGR3","Agr3","AGR3_Agr3"
"5127","AHR","Ahr","AHR_Ahr"
"5128","SNX13","Snx13","SNX13_Snx13"
"5129","HDAC9","Hdac9","HDAC9_Hdac9"
"5130","TWIST1","Twist1","TWIST1_Twist1"
"5131","MACC1","Macc1","MACC1_Macc1"
"5132","ITGB8","Itgb8","ITGB8_Itgb8"
"5133","SP4","Sp4","SP4_Sp4"
"5134","DNAH11","Dnah11","DNAH11_Dnah11"
"5135","CDCA7L","Cdca7l","CDCA7L_Cdca7l"
"5136","RAPGEF5","Rapgef5","RAPGEF5_Rapgef5"
"5137","IL6","Il6","IL6_Il6"
"5138","TOMM7","Tomm7","TOMM7_Tomm7"
"5139","FAM126A","Fam126a","FAM126A_Fam126a"
"5140","KLHL7","Klhl7","KLHL7_Klhl7"
"5141","NUP42","Nupl2","NUP42_Nupl2"
"5142","GPNMB","Gpnmb","GPNMB_Gpnmb"
"5143","MALSU1","Malsu1","MALSU1_Malsu1"
"5144","IGF2BP3","Igf2bp3","IGF2BP3_Igf2bp3"
"5145","TRA2A","Tra2a","TRA2A_Tra2a"
"5146","CCDC126","Ccdc126","CCDC126_Ccdc126"
"5147","FAM221A","Fam221a","FAM221A_Fam221a"
"5148","STK31","Stk31","STK31_Stk31"
"5149","NPY","Npy","NPY_Npy"
"5150","MPP6","Pals2","MPP6_Pals2"
"5151","GSDME","Gsdme","GSDME_Gsdme"
"5152","OSBPL3","Osbpl3","OSBPL3_Osbpl3"
"5153","C7orf31","4921507P07Rik","C7orf31_4921507P07Rik"
"5154","NFE2L3","Nfe2l3","NFE2L3_Nfe2l3"
"5155","HNRNPA2B1","Hnrnpa2b1","HNRNPA2B1_Hnrnpa2b1"
"5156","CBX3","Cbx3","CBX3_Cbx3"
"5157","SNX10","Snx10","SNX10_Snx10"
"5158","SKAP2","Skap2","SKAP2_Skap2"
"5159","HOXA1","Hoxa1","HOXA1_Hoxa1"
"5160","HOXA2","Hoxa2","HOXA2_Hoxa2"
"5161","HOXA3","Hoxa3","HOXA3_Hoxa3"
"5162","HOXA4","Hoxa4","HOXA4_Hoxa4"
"5163","HOXA5","Hoxa5","HOXA5_Hoxa5"
"5164","HOXA7","Hoxa7","HOXA7_Hoxa7"
"5165","HOXA9","Hoxa9","HOXA9_Hoxa9"
"5166","HOXA10","Hoxa10","HOXA10_Hoxa10"
"5167","HIBADH","Hibadh","HIBADH_Hibadh"
"5168","TAX1BP1","Tax1bp1","TAX1BP1_Tax1bp1"
"5169","JAZF1","Jazf1","JAZF1_Jazf1"
"5170","CREB5","Creb5","CREB5_Creb5"
"5171","TRIL","Tril","TRIL_Tril"
"5172","CPVL","Cpvl","CPVL_Cpvl"
"5173","CHN2","Chn2","CHN2_Chn2"
"5174","PRR15","Prr15","PRR15_Prr15"
"5175","WIPF3","Wipf3","WIPF3_Wipf3"
"5176","SCRN1","Scrn1","SCRN1_Scrn1"
"5177","FKBP14","Fkbp14","FKBP14_Fkbp14"
"5178","PLEKHA8","Plekha8","PLEKHA8_Plekha8"
"5179","MTURN","Mturn","MTURN_Mturn"
"5180","ZNRF2","Znrf2","ZNRF2_Znrf2"
"5181","NOD1","Nod1","NOD1_Nod1"
"5182","GGCT","Ggct","GGCT_Ggct"
"5183","INMT","Inmt","INMT_Inmt"
"5184","MINDY4","Mindy4","MINDY4_Mindy4"
"5185","AQP1","Aqp1","AQP1_Aqp1"
"5186","ADCYAP1R1","Adcyap1r1","ADCYAP1R1_Adcyap1r1"
"5187","PDE1C","Pde1c","PDE1C_Pde1c"
"5188","LSM5","Lsm5","LSM5_Lsm5"
"5189","AVL9","Avl9","AVL9_Avl9"
"5190","KBTBD2","Kbtbd2","KBTBD2_Kbtbd2"
"5191","FKBP9","Fkbp9","FKBP9_Fkbp9"
"5192","NT5C3A","Nt5c3","NT5C3A_Nt5c3"
"5193","RP9","Rp9","RP9_Rp9"
"5194","BBS9","Bbs9","BBS9_Bbs9"
"5195","BMPER","Bmper","BMPER_Bmper"
"5196","DPY19L1","Dpy19l1","DPY19L1_Dpy19l1"
"5197","HERPUD2","Herpud2","HERPUD2_Herpud2"
"5198","SEPTIN7","Septin7","SEPTIN7_Septin7"
"5199","EEPD1","Eepd1","EEPD1_Eepd1"
"5200","KIAA0895","9530077C05Rik","KIAA0895_9530077C05Rik"
"5201","ANLN","Anln","ANLN_Anln"
"5202","AOAH","Aoah","AOAH_Aoah"
"5203","ELMO1","Elmo1","ELMO1_Elmo1"
"5204","GPR141","Gpr141","GPR141_Gpr141"
"5205","EPDR1","Epdr1","EPDR1_Epdr1"
"5206","NME8","Nme8","NME8_Nme8"
"5207","SFRP4","Sfrp4","SFRP4_Sfrp4"
"5208","STARD3NL","Stard3nl","STARD3NL_Stard3nl"
"5209","AMPH","Amph","AMPH_Amph"
"5210","VPS41","Vps41","VPS41_Vps41"
"5211","YAE1","Yae1d1","YAE1_Yae1d1"
"5212","RALA","Rala","RALA_Rala"
"5213","CDK13","Cdk13","CDK13_Cdk13"
"5214","SUGCT","Sugct","SUGCT_Sugct"
"5215","INHBA","Inhba","INHBA_Inhba"
"5216","GLI3","Gli3","GLI3_Gli3"
"5217","C7orf25","AW209491","C7orf25_AW209491"
"5218","PSMA2","Psma2","PSMA2_Psma2"
"5219","MRPL32","Mrpl32","MRPL32_Mrpl32"
"5220","HECW1","Hecw1","HECW1_Hecw1"
"5221","BLVRA","Blvra","BLVRA_Blvra"
"5222","MRPS24","Mrps24","MRPS24_Mrps24"
"5223","URGCP","Urgcp","URGCP_Urgcp"
"5224","DBNL","Dbnl","DBNL_Dbnl"
"5225","PGAM2","Pgam2","PGAM2_Pgam2"
"5226","POLM","Polm","POLM_Polm"
"5227","AEBP1","Aebp1","AEBP1_Aebp1"
"5228","POLD2","Pold2","POLD2_Pold2"
"5229","GCK","Gck","GCK_Gck"
"5230","YKT6","Ykt6","YKT6_Ykt6"
"5231","CAMK2B","Camk2b","CAMK2B_Camk2b"
"5232","NUDCD3","Nudcd3","NUDCD3_Nudcd3"
"5233","NPC1L1","Npc1l1","NPC1L1_Npc1l1"
"5234","DDX56","Ddx56","DDX56_Ddx56"
"5235","TMED4","Tmed4","TMED4_Tmed4"
"5236","OGDH","Ogdh","OGDH_Ogdh"
"5237","ZMIZ2","Zmiz2","ZMIZ2_Zmiz2"
"5238","PURB","Purb","PURB_Purb"
"5239","MYO1G","Myo1g","MYO1G_Myo1g"
"5240","CCM2","Ccm2","CCM2_Ccm2"
"5241","NACAD","Nacad","NACAD_Nacad"
"5242","TBRG4","Tbrg4","TBRG4_Tbrg4"
"5243","RAMP3","Ramp3","RAMP3_Ramp3"
"5244","ADCY1","Adcy1","ADCY1_Adcy1"
"5245","IGFBP1","Igfbp1","IGFBP1_Igfbp1"
"5246","IGFBP3","Igfbp3","IGFBP3_Igfbp3"
"5247","TNS3","Tns3","TNS3_Tns3"
"5248","PKD1L1","Pkd1l1","PKD1L1_Pkd1l1"
"5249","HUS1","Hus1","HUS1_Hus1"
"5250","C7orf57","Gm11992","C7orf57_Gm11992"
"5251","UPP1","Upp1","UPP1_Upp1"
"5252","ABCA13","Abca13","ABCA13_Abca13"
"5253","VWC2","Vwc2","VWC2_Vwc2"
"5254","IKZF1","Ikzf1","IKZF1_Ikzf1"
"5255","FIGNL1","Fignl1","FIGNL1_Fignl1"
"5256","DDC","Ddc","DDC_Ddc"
"5257","GRB10","Grb10","GRB10_Grb10"
"5258","COBL","Cobl","COBL_Cobl"
"5259","SEC61G","Sec61g","SEC61G_Sec61g"
"5260","EGFR","Egfr","EGFR_Egfr"
"5261","LANCL2","Lancl2","LANCL2_Lancl2"
"5262","VOPP1","Vopp1","VOPP1_Vopp1"
"5263","ZNF713","Zfp275","ZNF713_Zfp275"
"5264","NIPSNAP2","Nipsnap2","NIPSNAP2_Nipsnap2"
"5265","MRPS17","Mrps17","MRPS17_Mrps17"
"5266","PSPH","Psph","PSPH_Psph"
"5267","CCT6A","Cct6a","CCT6A_Cct6a"
"5268","SUMF2","Sumf2","SUMF2_Sumf2"
"5269","PHKG1","Phkg1","PHKG1_Phkg1"
"5270","CHCHD2","Chchd2","CHCHD2_Chchd2"
"5271","NUPR2","Nupr1l","NUPR2_Nupr1l"
"5272","VKORC1L1","Vkorc1l1","VKORC1L1_Vkorc1l1"
"5273","GUSB","Gusb","GUSB_Gusb"
"5274","ASL","Asl","ASL_Asl"
"5275","CRCP","Crcp","CRCP_Crcp"
"5276","TPST1","Tpst1","TPST1_Tpst1"
"5277","KCTD7","Kctd7","KCTD7_Kctd7"
"5278","RABGEF1","Rabgef1","RABGEF1_Rabgef1"
"5279","TMEM248","Tmem248","TMEM248_Tmem248"
"5280","SBDS","Sbds","SBDS_Sbds"
"5281","AUTS2","Auts2","AUTS2_Auts2"
"5282","GALNT17","Galnt17","GALNT17_Galnt17"
"5283","NSUN5","Nsun5","NSUN5_Nsun5"
"5284","FKBP6","Fkbp6","FKBP6_Fkbp6"
"5285","FZD9","Fzd9","FZD9_Fzd9"
"5286","BAZ1B","Baz1b","BAZ1B_Baz1b"
"5287","BCL7B","Bcl7b","BCL7B_Bcl7b"
